规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,15,,未确认,P2,该概述仅说明结构体定义的对象，没有说明其用于承载和管理组件自定义属性的整体能力、适用场景及作用，开发者仅阅读总体描述时难以理解该结构体的具体用途，未充分满足结构体级功能和场景描述的完整性要求。,,ArkUI_CustomProperty结构体用于表示组件的自定义属性，可配合相关接口添加、移除和获取自定义属性，适用于需要为组件扩展和管理自定义属性的场景。,定义自定义属性的ArkUI_CustomProperty结构体信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,当前概述已说明该结构体用于表示组件自定义属性，并列出添加、移除、获取属性及读取字符串值的能力（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15），与实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:244、256、268、389 一致。,无需因功能完整性新增内容；zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15 仅针对另一条语言规范问题精简措辞。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,29,,未确认,P3,中文“销毁”“实例”与英文标识符“CustomProperty”之间均缺少空格，不符合中英文混排格式要求。,,| [OH_ArkUI_CustomProperty_Destroy](capi-native-type-h.md#oh_arkui_customproperty_destroy) | 销毁 CustomProperty 实例。 |,| [OH_ArkUI_CustomProperty_Destroy](capi-native-type-h.md#oh_arkui_customproperty_destroy) | 销毁CustomProperty实例。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:29 原“销毁CustomProperty实例”缺少中英文空格，且未使用第15行中的完整类型名 ArkUI_CustomProperty。,已将 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:29 改为“销毁 ArkUI_CustomProperty 实例”，与概述第15行的类型名保持一致。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,25,,未确认,P1,表格第二列的分隔符只有两个连字符，不符合 Markdown 表格分隔单元格至少使用三个连字符的结构要求，可能导致表格无法按预期渲染。,,|---------------------------------------------------------------------------------| --- |,|---------------------------------------------------------------------------------| -- |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前表格分隔行第二列已有六个连字符，满足至少三个连字符的 Markdown 表格语法要求（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:25）；扫描所引用的“--”已不存在。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:25。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,15,,未确认,P2,“结构体信息”中的“信息”语义冗余，同时中文与英文标识符“ArkUI_CustomProperty”之间缺少空格，影响表述的简洁性和中英文混排一致性。,,定义自定义属性的 ArkUI_CustomProperty 结构体。,定义自定义属性的ArkUI_CustomProperty结构体信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15 原“自定义属性的ArkUI_CustomProperty结构体信息”缺少中英文空格，且“结构体信息”语义冗余。,已将 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:15 改为“定义表示组件自定义属性的 ArkUI_CustomProperty 结构体”，并同步规范后文“ArkUI 组件”的空格和并列关系。
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,10,,未确认,P1,该C语言typedef声明末尾缺少分号，不符合C语言声明语法，放入代码上下文后会产生编译错误。,,typedef struct ArkUI_CustomProperty ArkUI_CustomProperty;,typedef struct ArkUI_CustomProperty ArkUI_CustomProperty,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,该处是生成式类型参考页的类型签名展示；真实声明在 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:184，末尾已有分号。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:10；保留生成页统一格式。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,25,,未确认,P1,该表格分隔行第二列只有两个连字符“--”。Markdown 表格的分隔单元格至少需要三个连字符，当前写法可能无法被解析为有效表格，导致“相关接口”表格渲染异常。,,| --------------------------------------------------------------------------------- | --- |,|---------------------------------------------------------------------------------| -- |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,当前表格分隔行第二列已有六个连字符，可被解析为有效 Markdown 表格（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:25），扫描所引用的两连字符原文已不存在。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:25。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,9,,未确认,P2,该代码块中的内容是 C 语言结构体声明，但语言标识符使用了“c”。规则给出的语言关键字对照表明确规定，c/C 对应的代码块关键字为“cpp”，因此当前标识符不符合本规则约定。,,```cpp,```c,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,文档展示的是 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:184 的 C 语言 typedef，使用 c 代码块标识准确；模板还明确 Native API 文档由头文件生成（zh-cn/contribute/template/native-template.md:5），不存在必须改为 cpp 的要求。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:9；保留 c 语言标识。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,10,,未确认,P1,该行是 C 语言 typedef 声明，声明末尾缺少必要的分号，不符合 C 语言语法，直接使用会导致编译错误。,,typedef struct ArkUI_CustomProperty ArkUI_CustomProperty;,typedef struct ArkUI_CustomProperty ArkUI_CustomProperty,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,该处是生成式类型参考页的类型签名展示；真实 typedef 位于 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:184，声明末尾已有分号。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md:10；不把类型签名展示误判为完整代码示例。
11.2.1.1,检查是否提供开发者在完成某个场景/任务时，需要了解的模块设计逻辑、方法/函数实现机制（应就近提供，API参考中可提供相关链接）。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,15,,未确认,P2,该句仅重复类型名称，未说明此配置项用于控制是否允许跨语言修改节点属性，开发者无法从概述中直接理解该类型在跨语言属性设置机制中的具体用途。虽然相关接口表提供了部分上下文，但类型概述仍缺少必要的设计作用说明。,,定义用于配置是否允许跨语言修改节点属性的跨语言配置项。,定义跨语言配置项。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_2_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证开发者在完成场景/任务时需要的概念、原理、模块整体设计逻辑提供完整,否,当前概述已说明该配置项用于目标节点跨语言访问、是否允许跨语言修改属性及节点树跨语言操作（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:15），与实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:559、585 相符。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:15；扫描引用的是已被更新的旧原文。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,15,,未确认,P2,该概述只说明这是一个跨语言配置项，未说明其用于配置目标节点是否允许跨语言修改属性，无法让读者从总体描述中了解该配置项的核心能力和用途。,,定义用于配置目标节点是否允许跨语言修改属性的配置项。,定义跨语言配置项。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,当前概述已明确配置对象、核心能力和用途（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:15），并非仅重复类型名称。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:15。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,27,,未确认,P2,“目标节点跨语言设置属性的配置项”包含多层连续修饰语，读者难以判断获取的是目标节点的跨语言配置项，还是某个属性对应的配置项。,,| [OH_ArkUI_NodeUtils_GetCrossLanguageOption](capi-native-node-h.md#oh_arkui_nodeutils_getcrosslanguageoption) | 获取目标节点的跨语言属性设置配置项。 |,| [OH_ArkUI_NodeUtils_GetCrossLanguageOption](capi-native-node-h.md#oh_arkui_nodeutils_getcrosslanguageoption) | 获取目标节点跨语言设置属性的配置项。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前相关接口描述已是“获取目标节点的跨语言配置项”，修饰关系清楚（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:27），扫描中的旧句已不存在。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:27；具体配置能力已由同页第15、30至33行说明。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,26,,未确认,P2,“目标节点跨语言设置属性的配置项”包含多层连续修饰语，配置项与“目标节点”“跨语言属性设置”之间的关系不明确，影响读者准确理解接口用途。,,| [OH_ArkUI_NodeUtils_SetCrossLanguageOption](capi-native-node-h.md#oh_arkui_nodeutils_setcrosslanguageoption) | 设置目标节点的跨语言属性设置配置项。 |,| [OH_ArkUI_NodeUtils_SetCrossLanguageOption](capi-native-node-h.md#oh_arkui_nodeutils_setcrosslanguageoption) | 设置目标节点跨语言设置属性的配置项。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前相关接口描述已是“设置目标节点的跨语言配置项”，修饰关系清楚（zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:26），扫描中的旧句已不存在。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:26；具体配置能力已由同页第15、30至33行说明。
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,10,,未确认,P1,该typedef声明末尾缺少C语言语法必需的分号，按文档所示内容放入上下文后会产生编译错误，不符合代码片段应可正常编译且无报错的要求。,,typedef struct ArkUI_CrossLanguageOption ArkUI_CrossLanguageOption;,typedef struct ArkUI_CrossLanguageOption ArkUI_CrossLanguageOption,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,该处是生成式类型参考页中的类型签名展示；真实声明在 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:205，末尾已有分号。,无需修改 zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md:10；保留生成页统一格式。
