ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,标记,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmrjlnv920evojfkg9yirj8lo,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlnv920evojfkg9yirj8lo,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-node-descriptor.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node-descriptor.md,,ArkUI_Node,15,未确认,,P2,ArkUI,,,该句是ArkUI_Node的类型级总体概述，但仅说明其对象性质，没有介绍该对象的整体用途、适用场景，以及使用它能够解决的问题或带来的收益，读者无法据此了解该类型在ArkUI native组件操作中的作用，功能和场景描述不完整。,,定义ArkUI native组件实例对象，并补充该对象的实际用途、适用场景以及使用该对象能够解决的问题和带来的收益。,定义ArkUI native组件实例对象。,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,修改前capi-arkui-nativemodule-arkui-node-descriptor.md:15只说明它是组件实例对象；interface/sdk_c/arkui/ace_engine/native/native_type.h:117-121进一步表明该对象由ArkUI_NodeHandle指针引用，原概述缺少在Native接口中标识和传递组件实例的用途。,已在capi-arkui-nativemodule-arkui-node-descriptor.md:15补充ArkUI_NodeHandle的标识和传递用途，并同步capi-native-type-h.md:31及capi-drawable-descriptor-h.md:34的汇总表描述。
cmrjllxo80eopjfkgcmsu11h8,f56eb49f-f753-4482-bb74-e10355810efe,cmrjllxo80eopjfkgcmsu11h8,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-node-descriptor.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node-descriptor.md,,ArkUI_Node,15,未确认,,P3,ArkUI,,,中文与英文内容之间缺少空格：“定义”与“ArkUI”之间、“native”与“组件”之间均应添加空格，不符合中英文混排格式的一致性要求。,,定义 ArkUI native 组件实例对象。,定义ArkUI native组件实例对象。,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/README-template.md:40规定英文字母和中文字之间不要有空格；capi-arkui-nativemodule-arkui-node-descriptor.md:15未在“定义/ArkUI”和“Native/组件”之间加空格符合该模板要求。,不按扫描建议增加中英文空格；capi-arkui-nativemodule-arkui-node-descriptor.md:15仅因用途不完整问题补充ArkUI_NodeHandle的作用。
cmrjlkmn90eh7jfkgis29h8q8,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlkmn90eh7jfkgis29h8q8,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-node-descriptor.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node-descriptor.md,,ArkUI_Node,15,未确认,,P1,ArkUI,,,“ArkUI”是鸿蒙体系的专有框架名称，在该行作为框架概念出现在说明性正文中，不属于标题、HTML注释、代码或API类型引用。其首次在正文中出现时未提供中文全称，所在句及相邻句也未解释其含义，不符合专有术语首次出现时提供全称的要求。,,定义ArkUI（方舟UI框架）native组件实例对象。,定义ArkUI native组件实例对象。,产品/框架名称 | 系统能力套件或工具名称 | Ability Kit、Form Kit、IME Kit、IPC Kit、Network Kit、ArkWeb、ArkData | 仅在 HTML 注释/标签中的（如 `<!--Kit: ArkWeb-->`）按排除清单D不报；正文首次裸用且无全称才报,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,zh-cn/glossary.md:21-23已统一定义“ArkUI；方舟开发框架”；zh-cn/contribute/style-guide/style-guide-content-elements.md:195要求术语与术语表一致，:212仅建议缩略语首次出现时提供全称，并未要求每个独立类型页重复“方舟开发框架”。,不在capi-arkui-nativemodule-arkui-node-descriptor.md:15为ArkUI重复添加括号全称，继续使用术语表中的标准名称ArkUI。
cmrjmjdyd0hdjjfkggghcre8b,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmjdyd0hdjjfkggghcre8b,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,31,未确认,,P2,ArkUI,,,“无符号整型”在同一句中重复出现，“整型的变量”和“整型的数值”表述冗长，可在保持原意的前提下精简。,,无符号整型变量，用于存储无符号整数。,无符号整型的变量，用于存储无符号整型的数值。,"'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/native-template.md:71-76要求成员注释描述成员含义；interface/sdk_c/arkui/ace_engine/native/native_type.h:234-235明确说明u32是无符号整型并用于存储无符号整型数值，文档第31行准确对应类型和用途，不属于无意义重复。,不修改capi-arkui-nativemodule-arkui-numbervalue.md:31，保留“无符号整型的变量，用于存储无符号整型的数值。”。
cmrjmjdy50hdhjfkg2n5nzkq0,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmjdy50hdhjfkg2n5nzkq0,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,30,未确认,,P2,ArkUI,,,“有符号整型”在同一句中重复出现，“整型的变量”和“整型的数值”表述冗长，可在保持原意的前提下精简。,,有符号整型变量，用于存储有符号整数。,有符号整型的变量，用于存储有符号整型的数值。,"'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/native-template.md:71-76要求成员注释描述成员含义；interface/sdk_c/arkui/ace_engine/native/native_type.h:232-233明确说明i32是有符号整型并用于存储有符号整型数值，文档第30行同时说明类型和用途，表意准确。,不修改capi-arkui-nativemodule-arkui-numbervalue.md:30，保留“有符号整型的变量，用于存储有符号整型的数值。”。
cmrjmjdxx0hdfjfkgftovxz7k,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmjdxx0hdfjfkgftovxz7k,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,29,未确认,,P2,ArkUI,,,“浮点类型”在同一句中重复出现，“类型的变量”和“类型的数值”存在冗余，可在不丢失信息的前提下精简。,,浮点变量，用于存储浮点数值。,浮点类型的变量，用于存储浮点类型的数值。,"'- 是否存在冗余修饰、重复啰嗦的表述（如""的作用是""""通过...来""""所对应的""等堆砌）",,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/native-template.md:71-76要求成员注释描述成员含义；interface/sdk_c/arkui/ace_engine/native/native_type.h:230-231明确说明f32是浮点类型并用于存储浮点数值，文档第29行是对源码注释的准确表达，不构成冗余错误。,不修改capi-arkui-nativemodule-arkui-numbervalue.md:29，保留“浮点类型的变量，用于存储浮点类型的数值。”。
cmrjmi2wh0h9hjfkga0cy3k3c,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmi2wh0h9hjfkga0cy3k3c,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-numbervalue.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-numbervalue.md,,ArkUI_NumberValue,15,未确认,,P1,ArkUI,,,ArkUI是鸿蒙体系的专有框架名称。其此前仅出现在标题和HTML注释等排除内容中，第15行是正文中的首次有效出现。该处将ArkUI作为核心框架概念使用，但未提供“方舟UI框架”等中文全称，所在句及相邻句也没有释义，因此不符合专有框架名称首次出现时提供全称的要求。,,ArkUI（方舟UI框架）在 Native 侧使用的数字类型，用于通过统一类型承载浮点、有符号整型和无符号整型数值。,ArkUI 在 Native 侧使用的数字类型，用于通过统一类型承载浮点、有符号整型和无符号整型数值。,产品/框架名称 | 系统能力套件或工具名称 | Ability Kit、Form Kit、IME Kit、IPC Kit、Network Kit、ArkWeb、ArkData | 仅在 HTML 注释/标签中的（如 `<!--Kit: ArkWeb-->`）按排除清单D不报；正文首次裸用且无全称才报,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,zh-cn/glossary.md:21-23已给出ArkUI的规范名称和释义；style-guide-content-elements.md:195要求按术语表统一使用，:212只是对缩略语首次出现提供全称的建议，capi-arkui-nativemodule-arkui-numbervalue.md:15直接使用标准术语ArkUI不构成错误。,不修改capi-arkui-nativemodule-arkui-numbervalue.md:15，不重复添加“方舟开发框架”括注。
cmrjmn9rf0hqxjfkgbcucsgvk,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmn9rf0hqxjfkgbcucsgvk,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,15,未确认,,P3,ArkUI,,,英文产品名称“ArkUI”与前后的中文连续书写，中英文之间未添加空格，不符合中英文混排格式要求。,,定义矩形形状配置项，用于在 ArkUI 渲染节点中描述矩形或椭圆形的形状范围，可作为创建遮罩或裁剪配置项的输入。,定义矩形形状配置项，用于在ArkUI渲染节点中描述矩形或椭圆形的形状范围，可作为创建遮罩或裁剪配置项的输入。,中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/README-template.md:40规定英文字母和中文字之间不要有空格，因此capi-arkui-nativemodule-arkui-rectshapeoption.md:15的“在ArkUI渲染节点中”符合模板要求。,不修改capi-arkui-nativemodule-arkui-rectshapeoption.md:15的中英文间距。
cmrjmmo8q0hoojfkgrqerbvlv,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmmo8q0hoojfkgrqerbvlv,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,10,未确认,,P1,ArkUI,,,该 typedef 声明末尾缺少 C 语言语法要求的分号，直接放入上下文后会产生编译错误，不符合代码片段可正常编译且无报错的要求。,,typedef struct ArkUI_RectShape ArkUI_RectShapeOption;,typedef struct ArkUI_RectShape ArkUI_RectShapeOption,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:113的真实typedef声明包含分号；capi-arkui-nativemodule-arkui-rectshapeoption.md:10是生成的API签名摘要，不属于示例代码。,不修改capi-arkui-nativemodule-arkui-rectshapeoption.md:10；实际声明以native_render.h:113为准。
cmrjmmaj70hngjfkgx5i35k4q,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmmaj70hngjfkgx5i35k4q,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,15,未确认,,P1,ArkUI,,,“ArkUI”在正文功能描述中作为鸿蒙产品/框架名称首次有效出现，未提供中文全称，所在句及相邻句也没有相关释义；该处不属于类型引用、HTML注释、结构性标签或带链接的排除场景。标题和HTML注释中的同名内容不属于正文，不能视为已完成首次解释。,,定义矩形形状配置项，用于在ArkUI（方舟UI框架）渲染节点中描述矩形或椭圆形的形状范围，可作为创建遮罩或裁剪配置项的输入。,定义矩形形状配置项，用于在ArkUI渲染节点中描述矩形或椭圆形的形状范围，可作为创建遮罩或裁剪配置项的输入。,仅当作为产品/框架名称在功能描述句中首次出现且无括号全称时报；类型引用/注释/结构标签/带链接中不报,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,zh-cn/glossary.md:21-23已集中解释ArkUI；style-guide-content-elements.md:195要求术语与术语表一致，:212只对缩略语全称作建议，没有要求capi-arkui-nativemodule-arkui-rectshapeoption.md:15重复框架中文名。,不在capi-arkui-nativemodule-arkui-rectshapeoption.md:15增加“ArkUI（方舟开发框架）”括注。
cmrjmm45q0hmsjfkgvnp1em1d,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmm45q0hmsjfkgvnp1em1d,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,10,未确认,,P1,ArkUI,,,该代码块标记为 C 语言代码，但 typedef 声明末尾缺少必需的分号，无法构成语法完整的 C 声明。,,typedef struct ArkUI_RectShape ArkUI_RectShapeOption;,typedef struct ArkUI_RectShape ArkUI_RectShapeOption,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:113的实际声明包含分号；capi-arkui-nativemodule-arkui-rectshapeoption.md:10是头文件生成的类型签名摘要，并非完整代码示例。,不修改capi-arkui-nativemodule-arkui-rectshapeoption.md:10；完整声明见native_render.h:113。
cmrjmlniw0hlkjfkgz238s6on,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmlniw0hlkjfkgz238s6on,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-rectshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,,ArkUI_RectShapeOption,9,未确认,,P2,ArkUI,,,代码块中的内容是C语言类型定义，但语言标识使用了“c”。规则给出的常用代码块编程语言对照表规定C语言对应的关键字为“cpp”，因此当前语言标识不符合约定。,,```cpp,```c,| C                | cpp      |,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,style-guide-example-code-style.md:264-268只要求代码块指定语言类型，capi-arkui-nativemodule-arkui-rectshapeoption.md:9使用c已准确标识C语言；interface/sdk_c/arkui/ace_engine/native/native_render.h:40-49也明确该头文件提供C接口兼容。,不将capi-arkui-nativemodule-arkui-rectshapeoption.md:9改为cpp，保留准确的c语言标识。
cmrjmrg7y0i42jfkgk88phqz6,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmrg7y0i42jfkgk88phqz6,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,15,未确认,,P3,ArkUI,,,中文“设置”和英文标识符“onDraw”之间、英文标识符“onDraw”和中文“回调”之间均缺少空格，中英文混排格式不一致。,,内容修改器可挂载到渲染节点，并附加渲染属性或设置 onDraw 回调。,内容修改器可挂载到渲染节点，并附加渲染属性或设置onDraw回调。,中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/contribute/template/README-template.md:40明确英文字母和中文字之间不要有空格，因此capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:15的“设置onDraw回调”符合模板要求。,不修改capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:15的中英文间距。
cmrjmr0vk0i2vjfkgyh7hog3y,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmr0vk0i2vjfkgyh7hog3y,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,10,未确认,,P1,ArkUI,,,该typedef声明末尾缺少C语言语法要求的分号，直接放入代码上下文会产生编译错误，不符合示例代码可正常编译且无报错的要求。,,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle;,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:64的真实typedef声明包含分号；capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:10是生成的类型签名摘要，不是示例代码。,不修改capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:10；实际声明以native_render.h:64为准。
cmrjmpsnj0hz2jfkg763lveq2,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmpsnj0hz2jfkg763lveq2,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,10,未确认,,P1,ArkUI,,,该行是 C 语言 typedef 声明，但末尾缺少必需的分号，作为声明使用时无法通过 C 编译器的语法检查。,,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle;,typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:64的真实声明包含分号；capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:10仅为生成的API签名摘要。,不修改capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:10；完整声明见native_render.h:64。
cmrjmpsnd0hz0jfkghmhjffke,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmpsnd0hz0jfkghmhjffke,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,,ArkUI_RenderContentModifierHandle,9,未确认,,P2,ArkUI,,,该代码块包含C语言代码，但代码块使用了规则未规定的语言标识符“c”。根据规则中的编程语言对照表，C语言代码块应使用“cpp”作为语言标识符。,,```cpp,```c,"**常用代码块编程语言对照表（语言支持这一列不区分大小写）：**

| 语言支持         | 关键字   |
| ---------------- | -------- |
| c                | cpp      |
| C                | cpp      |",,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,style-guide-example-code-style.md:264-268仅要求指定语言类型，capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:9的c准确对应C API；native_render.h:40-49明确兼容C语言。,不将capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:9改为cpp，保留c标识。
cmrjmvc4s0igqjfkgsip8d2m2,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmvc4s0igqjfkgsip8d2m2,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-rendernodeclipoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,,ArkUI_RenderNodeClipOption,10,未确认,,P1,ArkUI,,,该 C 语言 typedef 声明末尾缺少必需的分号，放入代码上下文后会产生语法错误，无法正常编译。,,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption;,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:176的真实typedef声明包含分号；capi-arkui-nativemodule-arkui-rendernodeclipoption.md:10是生成的类型签名摘要，不是示例代码。,不修改capi-arkui-nativemodule-arkui-rendernodeclipoption.md:10；实际声明以native_render.h:176为准。
cmrjmua300idbjfkglvzv9zls,f56eb49f-f753-4482-bb74-e10355810efe,cmrjmua300idbjfkglvzv9zls,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-rendernodeclipoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,,ArkUI_RenderNodeClipOption,10,未确认,,P1,ArkUI,,,该行是 C 语言 typedef 声明，声明末尾必须使用分号结束。当前代码缺少分号，无法构成语法完整的 C 声明，直接编译会报错。,,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption;,typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption,代码块中代码编写不符合语法、规范等。,,,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,interface/sdk_c/arkui/ace_engine/native/native_render.h:176的真实声明包含分号；capi-arkui-nativemodule-arkui-rendernodeclipoption.md:10仅展示API签名摘要。,不修改capi-arkui-nativemodule-arkui-rendernodeclipoption.md:10；完整声明见native_render.h:176。
