规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-circleshapeoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-circleshapeoption.md,,ArkUI_CircleShapeOption,10,,未确认,P1,该typedef声明末尾缺少分号，不是完整、合法的C语言类型别名声明，按原文使用会导致编译语法错误。,,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption;,typedef struct ArkUI_CircleShape ArkUI_CircleShapeOption,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-circleshapeoption.md第10行是生成式C API类型签名，末尾分号由生成格式统一省略；真实C声明位于interface/sdk_c/arkui/ace_engine/native/native_render.h第148行并包含分号。,无需修改文档签名；保留第10行生成格式，实际语法以native_render.h第148行声明为准。
21.1.1.1,检查文档中英文单词拼写无错误、中文无错别字、无多字/少字,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,未确认,P1,“配合变量value使用”之后缺少谓语“表示”，使“value数组的长度”成为缺少谓语的残缺成分，属于明确的少字问题。,,| int32_t size                       | 数字类型数组大小，配合变量value使用，表示value数组的长度。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/21_1_1_1.md,质量,内容规范性,无拼写错误/错别字/重复字,验证文档中无拼写错误、错别字、重复字,否,当前capi-arkui-nativemodule-arkui-attributeitem.md第30行已明确写为“value数组的长度，需配合变量value使用”，谓语和成员关系完整，并与interface/sdk_c/arkui/ace_engine/native/native_node.h第204-205行一致。,无需修改；保留capi-arkui-nativemodule-arkui-attributeitem.md第30行现有说明。
21.1.1.1,检查文档中英文单词拼写无错误、中文无错别字、无多字/少字,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,15,,未确认,P1,“setAttribute函数”与“通用入参结构”之间缺少结构助词“的”，导致定中关系不完整，属于缺少关键字造成的明确语法错误。,,定义[setAttribute](capi-arkui-nativemodule-arkui-nativenodeapi-1.md#setattribute)函数的通用入参结构。各个属性设置接口可选择使用其中的成员变量来存储特定类型的参数数据。,定义[setAttribute](capi-arkui-nativemodule-arkui-nativenodeapi-1.md#setattribute)函数通用入参结构。各个属性设置接口可选择使用其中的成员变量来存储特定类型的参数数据。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/21_1_1_1.md,质量,内容规范性,无拼写错误/错别字/重复字,验证文档中无拼写错误、错别字、重复字,是,capi-arkui-nativemodule-arkui-attributeitem.md原第15行和capi-native-node-h.md原第31行中，“setAttribute函数”与“通用入参结构”之间缺少结构助词“的”；interface/sdk_c/arkui/ace_engine/native/native_node.h第196-197行表达的是setAttribute函数的通用入参结构。,将capi-arkui-nativemodule-arkui-attributeitem.md第15行概述及capi-native-node-h.md第31行结构体汇总同步修改为“setAttribute函数的通用入参结构”。
12.2.2.9,若相关参数间存在配合/制约关系，检查文档中对于满足配合/制约关系的效果、不满足产生的影响描述完整。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,未确认,P2,该句明确说明size需要与value配合使用，并说明size表示value数组的长度，但未说明size与value数组实际长度不一致时产生的影响，参数配合关系的后果描述不完整。,,| int32_t size                       | 数字类型数组大小，配合变量value使用，表示value数组的长度；size与value数组实际长度不一致时的影响需根据接口实际行为补充说明。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_9.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,ArkUI_AttributeItem是供多种属性复用的通用结构，interface/sdk_c/arkui/ace_engine/native/native_node.h第201-210行只规定size表示value数组长度，没有定义长度不一致时的统一后果；不同属性接口的校验和读取逻辑不同，不能在结构体成员说明中臆造统一影响。,无需修改；保留capi-arkui-nativemodule-arkui-attributeitem.md第29-30行对value与size关系的现有说明，具体限制由各属性接口分别描述。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,未确认,P2,“数字类型数组大小”与“value数组的长度”语义重复，但二者之间缺少明确的连接关系；“value数组的长度”作为末尾分句成分不完整，导致size的含义及其与value的配合关系表述不清。,,| int32_t size                       | 数字类型数组的大小，即value数组的长度，与变量value配合使用。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前capi-arkui-nativemodule-arkui-attributeitem.md第29-30行分别说明value是数字数组且长度由size指定、size是value数组长度并需配合value使用，关系清楚且与interface/sdk_c/arkui/ace_engine/native/native_node.h第202-205行一致。,无需修改；保留capi-arkui-nativemodule-arkui-attributeitem.md第29-30行现有表述。
0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,30,,未确认,P2,“数字类型数组大小”与“value数组的长度”语义重复，且“配合变量value使用，value数组的长度”缺少明确的谓语衔接，导致成员说明冗余且语句不通顺。size表示value数组的长度，直接说明该含义即可。,,| int32_t size                       | value数组的长度。 |,| int32_t size                       | 数字类型数组大小，配合变量value使用，value数组的长度。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,否,当前capi-arkui-nativemodule-arkui-attributeitem.md第30行已精简为“value数组的长度，需配合变量value使用”，不存在扫描原文中的重复和残句问题。,无需修改；保留capi-arkui-nativemodule-arkui-attributeitem.md第30行现有表述。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-attributeitem.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-attributeitem.md,,ArkUI_AttributeItem,10,,未确认,P1,该代码块标记为 C 语言，typedef 结构体声明需要以分号结束，但当前声明在别名 ArkUI_AttributeItem 后缺少分号，不符合 C 语言声明语法。,,typedef struct {...} ArkUI_AttributeItem;,typedef struct {...} ArkUI_AttributeItem,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,capi-arkui-nativemodule-arkui-attributeitem.md第10行是生成式C API类型签名，不是完整代码示例；真实结构体声明在interface/sdk_c/arkui/ace_engine/native/native_node.h第201-210行，结束处已包含分号。,无需修改文档签名；保留第10行生成格式，实际语法以native_node.h第201-210行声明为准。
12.1.1.1,检查文档中关于方法/函数的含义/功能等信息描述是否完整，功能描述中若存在名词或概念不易理解或存在多义性，检查文档是否提供相关知识。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,26,,未确认,P2,“活跃”限定了接口获取哪些子节点，但文档未说明其判定条件，开发者无法明确接口返回范围。该概念在当前概述和相关接口说明中也未得到补充解释。,,获取某个节点所有活跃的子节点，并在接口说明中补充“活跃”的具体判定条件。,获取某个节点所有活跃的子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的含义/功能、使用场景、使用效果提供完整,是,原文只使用“活跃”但未说明判定条件；ace_engine/frameworks/core/components_ng/base/frame_node.cpp第8475-8478行实际遍历子节点并仅保留IsActive()为true的FrameNode，开发者无法从原文得知返回范围。,在capi-arkui-nativemodule-arkui-activechildreninfo.md第15、26行以及capi-native-node-h.md第120、2141行明确说明返回内部活跃状态为true的FrameNode子节点。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,15,,未确认,P2,该概述仅说明定义了ActiveChildrenInfo结构体，未说明其用于承载节点的活跃子节点信息，也未概括获取节点数量和按索引访问节点等整体能力，用户难以仅通过总体描述理解该结构体的用途。,,定义ActiveChildrenInfo结构体，用于描述节点的活跃子节点信息，支持获取活跃子节点数量以及按索引获取活跃子节点。,定义ActiveChildrenInfo结构体信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,当前capi-arkui-nativemodule-arkui-activechildreninfo.md第15行已说明该结构体保存活跃子节点信息，支持查询数量、按下标获取并在使用后销毁，已覆盖扫描所指的用途和整体能力。,无需针对本条另行修改；保留第15行对结构体用途、读取能力和销毁要求的完整说明。
12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,26,,未确认,P1,OH_ArkUI_NodeUtils_GetActiveChildrenInfo 获取的 ActiveChildrenInfo 实例需要由 OH_ArkUI_ActiveChildrenInfo_GetCount 和 OH_ArkUI_ActiveChildrenInfo_GetNodeByIndex 读取，并在使用完毕后通过 OH_ArkUI_ActiveChildrenInfo_Destroy 销毁。当前相关接口表仅分别说明各接口的功能，未明确说明这些接口之间的生命周期配合关系、调用顺序以及销毁要求。,,| [OH_ArkUI_NodeUtils_GetActiveChildrenInfo](capi-native-node-h.md#oh_arkui_nodeutils_getactivechildreninfo) | 获取某个节点所有活跃的子节点并生成ActiveChildrenInfo实例。获取成功后，可调用OH_ArkUI_ActiveChildrenInfo_GetCount获取节点数量，并调用OH_ArkUI_ActiveChildrenInfo_GetNodeByIndex读取指定子节点；完成读取后，必须调用OH_ArkUI_ActiveChildrenInfo_Destroy销毁该实例。 |,| [OH_ArkUI_NodeUtils_GetActiveChildrenInfo](capi-native-node-h.md#oh_arkui_nodeutils_getactivechildreninfo) | 获取某个节点所有活跃的子节点。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/method_relationship_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,原相关接口表仅分散列出获取、计数、按下标读取和销毁功能，未说明调用顺序；ace_engine/interfaces/native/node/node_utils.cpp第293-301行分配实例及节点数组，第397-402行负责释放，存在明确的创建与销毁配合关系。,在capi-arkui-nativemodule-arkui-activechildreninfo.md第15、26-29行补充“获取实例—读取数量/节点—销毁实例”的顺序，并同步capi-native-node-h.md第120、2141行及capi-native-type-h.md第168-170、2478-2525行的汇总与正文。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,27,,未确认,P2,“结构体的下标为index的子节点”连续使用结构助词“的”，层次关系不够清晰；改为“结构体中下标为index的子节点”可以更简洁、准确地说明子节点与结构体之间的关系。,,| [OH_ArkUI_ActiveChildrenInfo_GetNodeByIndex](capi-native-type-h.md#oh_arkui_activechildreninfo_getnodebyindex) | 获取ActiveChildrenInfo结构体中下标为index的子节点。 |,| [OH_ArkUI_ActiveChildrenInfo_GetNodeByIndex](capi-native-type-h.md#oh_arkui_activechildreninfo_getnodebyindex) | 获取ActiveChildrenInfo结构体的下标为index的子节点。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前capi-arkui-nativemodule-arkui-activechildreninfo.md第27行已经使用“结构体中下标为index的子节点”，不存在连续使用“的”的问题。,无需针对扫描位置修改；为保持表格与正文一致，已将capi-native-type-h.md第169行汇总和第2498行正文同步为“结构体中下标为index的子节点”，并同步补充按下标遍历活跃子节点的使用场景。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,25,,未确认,P1,第二列分隔单元格仅包含两个连字符，不符合Markdown表格分隔行通常至少使用三个连字符的结构要求，并且与第一列的分隔格式不一致，可能导致表格无法正确渲染。,,|---------------------------------------------------------------------------------| --- |,|---------------------------------------------------------------------------------| -- |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前capi-arkui-nativemodule-arkui-activechildreninfo.md第25行两列表格分隔符均不少于三个连字符，符合Markdown表格语法，不存在扫描原文中第二列仅两个连字符的问题。,无需修改；保留capi-arkui-nativemodule-arkui-activechildreninfo.md第25行当前表格分隔行。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-activechildreninfo.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-activechildreninfo.md,,ArkUI_ActiveChildrenInfo,15,,未确认,P2,“定义结构体信息”搭配不准确，“信息”属于冗余成分；此处定义的对象是ActiveChildrenInfo结构体，而非结构体的“信息”。,,定义ActiveChildrenInfo结构体。,定义ActiveChildrenInfo结构体信息。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,capi-arkui-nativemodule-arkui-activechildreninfo.md原第15行“定义结构体信息”搭配不准确；native-template.md第62-65行要求结构体概述直接说明结构体作用、使用场合和建议，而不是定义“信息”。,将capi-arkui-nativemodule-arkui-activechildreninfo.md第15行改为以“定义ArkUI_ActiveChildrenInfo结构体”开头，并说明活跃FrameNode子节点信息、读取方式和销毁要求；同步修改capi-native-type-h.md第51行结构体汇总。
