ID,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmramc3to0qmmh67bptuiljrb,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_GetModuleInterface,native_interface.h,113,未确认,P1,ArkUI,,,该宏定义中的structType是宏参数，用于表示结构体类型名，并在宏体内通过#structType字符串化后传入查询函数；原文将structType描述为“const char\*类型参数”，容易使读者误以为调用宏时应传入字符串指针，参数含义不准确，违反清晰性和具体性要求。,,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、结构体类型参数structType、结构体指针参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、const char\*类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,interface/sdk_c/arkui/ace_engine/native/native_interface.h第126行使用#structType字符串化，说明调用宏时应传入结构体类型名；文档原第113行写成const char*类型参数，容易误导为字符串指针。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第114行，将structType说明为结构体类型参数，并将structPtr说明为结构体指针变量。
cmramc3ra0qmdh67b4f5d9kxq,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_GetModuleInterface,native_interface.h,113,未确认,P1,ArkUI,,,第101行宏定义显示 structType 是 OH_ArkUI_GetModuleInterface 的宏参数，用作结构体类型名，并在第103行通过 #structType 字符串化后传入 OH_ArkUI_QueryModuleInterfaceByName；它不是调用者传入的 const char* 类型参数。第113行将 structType 描述为 const char* 类型参数，与宏定义不一致，容易误导用户按字符串参数理解该宏。,,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、结构体类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、const char\*类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,是,interface/sdk_c/arkui/ace_engine/native/native_interface.h第124-130行宏体将structType同时用于#structType和(structType*)；文档原第113行写成const char*类型参数，与宏定义不一致。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第114行，将structType说明为结构体类型参数。
cmramc3r10qmch67bljt8c2kf,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,,native_interface.h,37,未确认,P2,ArkUI,,,文档正文第117行提供了函数 OH_ArkUI_NativeModule_GetErrorMessage() 的独立函数说明，但第33至37行“汇总”的函数表只列出 OH_ArkUI_QueryModuleInterfaceByName()，未列出该函数，导致汇总表与正文函数说明不一致。,,"| [void* OH_ArkUI_QueryModuleInterfaceByName(ArkUI_NativeAPIVariantKind type, const char* structName)](#oh_arkui_querymoduleinterfacebyname) | 需调用该函数初始化C-API环境，并获取指定类型的Native模块接口集合。 |
| [const char* OH_ArkUI_NativeModule_GetErrorMessage()](#oh_arkui_nativemodule_geterrormessage) | 获取最新一次的报错信息，包括错误码、方法名称和错误原因。 |","| [void* OH_ArkUI_QueryModuleInterfaceByName(ArkUI_NativeAPIVariantKind type, const char* structName)](#oh_arkui_querymoduleinterfacebyname)        | 需调用该函数初始化C-API环境，并获取指定类型的Native模块接口集合。 |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,是,interface/sdk_c/arkui/ace_engine/native/native_interface.h第109行声明OH_ArkUI_NativeModule_GetErrorMessage，zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第118-134行已有正文说明；但文档原第33-37行函数汇总只列OH_ArkUI_QueryModuleInterfaceByName。,已在zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第38行函数汇总中新增OH_ArkUI_NativeModule_GetErrorMessage条目。
cmramc3s30qmgh67bfhw8jrmi,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_QueryModuleInterfaceByName,native_interface.h,89,未确认,P1,ArkUI,,,“ArkUI”是鸿蒙/OpenHarmony体系中的框架名称，出现在参数表格“描述”列的正文说明中，作为提供Native接口集合的主体使用；该位置不属于HTML注释、标题、表头、代码块、URL、参数名列或类型列等排除范围。文档此前出现的ArkUI位于HTML注释、系统能力标签、相关模块/示例链接或API命名中，均不能视为正文首次解释。因此此处作为正文首次裸用时未提供中文全称或解释，不符合首次出现需提供全称的要求。,,| [ArkUI_NativeAPIVariantKind](#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE，手势类：ARKUI_NATIVE_GESTURE。 |,"| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE, 手势类：ARKUI_NATIVE_GESTURE。 |",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/26_1_1_1.md,体验,内容清晰性,原理描述清晰性,验证文档中出现的术语、缩略语或专有名词都有对应解释,否,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第90行中的ArkUI是该API文档集内既有框架名称；同目录如zh-cn/application-dev/reference/apis-arkui/capi-native-dialog-h.md第31-33行、capi-native-animate-h.md第33行也直接使用“ArkUI提供”的表述，且确认此处无需补充中文全称。,不修改为中文全称；已将zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第90行恢复为“ArkUI提供的Native接口集合大类”，仅保留同一行页内链接和中文标点修正。
cmramc3rt0qmfh67bnefvj869,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_QueryModuleInterfaceByName,native_interface.h,90,未确认,P2,ArkUI,,,该参数说明中的“通过查询对应头文件内结构体定义”缺少与前文衔接的谓语结果，未明确说明参数值可由该查询动作“获取”，句意不够完整，影响读者理解structName应如何确定。修改为“可通过……获取”后，操作方式和结果更清晰，且不改变原意。,,"| const char* structName | Native接口结构体的名称，可通过查询对应头文件内的结构体定义获取，例如位于[native_node.h](./capi-native-node-h.md)中的""ArkUI_NativeNodeAPI_1""。 |","| const char* structName | Native接口结构体的名称，通过查询对应头文件内结构体定义，例如位于[native_node.h](./capi-native-node-h.md)中的""ArkUI_NativeNodeAPI_1""。 |",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md原第90行“通过查询对应头文件内结构体定义”缺少“获取”等结果谓语，未明确structName的确定方式。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第91行，改为“可通过查询对应头文件内的结构体定义获取”。
cmramc3rk0qmeh67bc25v23cr,0.30.1.2,检测 Markdown 文件中接口、参数等中英文一致性、描述准确性问题。,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_GetModuleInterface,native_interface.h,113,未确认,P1,ArkUI,,,"该问题为真实问题。宏定义为OH_ArkUI_GetModuleInterface(nativeAPIVariantKind, structType, structPtr)，其中structType在宏体内被#structType字符串化，并用于(structType*)类型转换，语义上应为结构体类型名，而不是const char*类型参数。当前描述把structType写成const char*，与宏定义及后文“转换为structType*类型”不一致，会误导开发者按字符串参数理解或传入。",,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、结构体类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、const char\*类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/terminology-consistency/SKILL.md,,,,,是,interface/sdk_c/arkui/ace_engine/native/native_interface.h第126行将structType字符串化传给OH_ArkUI_QueryModuleInterfaceByName，第128行又转换为(structType*)；文档原第113行写成const char*类型参数，容易误导调用方式。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第114行，将structType说明为结构体类型参数。
cmramc3qr0qmbh67bbh7jc348,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_GetModuleInterface,native_interface.h,113,未确认,P1,ArkUI,,,文档第101-107行的宏定义中，structType 是宏形参，被用于 #structType 字符串化以及 (structType*) 类型转换，语义上应传入结构体类型名，而不是 const char* 类型参数。第113行将 structType 描述为 const char* 类型参数，与代码实现不一致，可能误导开发者把该宏参数理解为字符串指针。,,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、结构体类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、const char\*类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,interface/sdk_c/arkui/ace_engine/native/native_interface.h第124-130行显示structType是结构体类型名宏参数；文档原第113行将其描述为const char*类型参数，与代码实现不一致。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第114行，将structType说明为结构体类型参数，并说明structPtr需与structType类型匹配。
cmramc3qh0qmah67bbtxh1t3d,0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,,native_interface.h,13,未确认,P2,ArkUI,,,该行在代码块和行内代码之外直接使用尖括号包裹头文件路径。Markdown 可能将尖括号内容按 HTML 标签处理，影响渲染稳定性；规则要求代码块外的特殊字符在非预期上下文中出现时应转义，且允许使用 HTML 实体编码 &lt; 和 &gt; 保证显示正常。,,**引用文件：** &lt;arkui/native_interface.h&gt;,**引用文件：** <arkui/native_interface.h>,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第13行的“**引用文件：** <arkui/native_interface.h>”与同目录zh-cn/application-dev/reference/apis-arkui/capi-native-node-h.md第13行“**引用文件：** <arkui/native_node.h>”格式一致，是C API引用文件字段的通用写法，不是渲染或接口内容问题。,不修改；保留zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第13行现有引用文件格式。
cmramc3q90qm9h67bqp3xip4p,0.30.1.8,检测 Markdown 文件中的中英文标点符号常见问题,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_QueryModuleInterfaceByName,native_interface.h,89,未确认,P2,ArkUI,,,"该行表格描述为中文语境，中文句子中列举“UI组件接口类”和“手势类”时使用了英文逗号`,`。该逗号不在行内代码、URL、文件路径、版本号等忽略范围内，属于中文语境下英文标点混用，应改为中文逗号`，`。",,| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE，手势类：ARKUI_NATIVE_GESTURE。 |,"| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE, 手势类：ARKUI_NATIVE_GESTURE。 |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/punctuation/SKILL.md,,,,,是,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md原第89行中文说明中用英文逗号分隔“UI组件接口类”和“手势类”，不符合中文语境标点使用。,已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第90行，将英文逗号改为中文逗号。
cmramc3pz0qm8h67bss3vfxfa,0.30.1.10,检测 Markdown 文件中的中英文错别字和拼写错误,capi-native-interface-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,OH_ArkUI_QueryModuleInterfaceByName,native_interface.h,89,未确认,P3,ArkUI,,,"原句位于中文说明文本中，用于并列列举两个接口类别示例；逗号后接中文“手势类”，该处使用英文逗号“,”会造成中英文混排标点不一致，应改为中文逗号“，”。该问题不属于业务术语、代码标识符本身或 URL 路径，且原文在文档第 89 行真实存在。",,| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE，手势类：ARKUI_NATIVE_GESTURE。 |,"| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE, 手势类：ARKUI_NATIVE_GESTURE。 |",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/misspelling/SKILL.md,,,,,是,"zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md原第89行“例如UI组件接口类：ARKUI_NATIVE_NODE, 手势类：ARKUI_NATIVE_GESTURE。”为中文句子中的并列列举，英文逗号使用不规范。",已修改zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md第90行，将英文逗号改为中文逗号。
