规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,customProperty,,21,,未确认,P2,第15行已明确说明“本模块接口仅可在Stage模型下使用”，这是customProperty接口的使用前提；但第21行的方法说明仅描述接口功能，未说明该Stage模型限制，导致只查看方法说明的用户可能遗漏必要的使用条件。,,设置组件的自定义属性。该接口仅可在Stage模型下使用。,设置组件的自定义属性。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,文档第29行已在customProperty接口条目内给出Stage模型使用前提，第21行只承担功能描述，信息并未缺失。,无需修改；保留文档第21行和第29行现有内容。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,180,,未确认,P2,该方法调用是build方法体中的完整表达式语句，行末缺少分号，且不属于规则列出的分号豁免范围。,,    this.builder();,    this.builder(),https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,ArkTS/TypeScript允许省略语句末尾分号；模板ts-template.md第259-274行的示例也统一省略组件调用和方法调用后的分号，文档第181行this.builder()符合模板示例风格。,无需修改；保留文档第181行代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,176,,未确认,P2,该行结束的是第173行开始的children.forEach调用表达式。闭包结束后缺少完整调用语句所需的分号，且该语句不在声明性语句豁免范围内。,,    });,    }),https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,ArkTS/TypeScript允许省略分号，模板ts-template.md第262-264行的回调闭合也未添加分号；文档第163行forEach调用闭合不构成语法错误。,无需修改；保留文档第163行代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,175,,未确认,P2,该方法调用是完整的表达式语句，行末缺少分号，且不属于规则规定的分号豁免情况。,,"      child.layout({ x: pos, y: pos });","      child.layout({ x: pos, y: pos })",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,ArkTS/TypeScript允许省略分号，模板ts-template.md第259-271行的链式调用同样不以分号结尾；文档第176行layout调用可正常解析。,无需修改；保留文档第176行代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,162,,未确认,P2,该行结束的是第159行开始的children.forEach调用表达式。完整调用语句应以分号结尾，该语句不属于function声明或控制流语句块等分号豁免情况。,,    });,    }),https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,ArkTS/TypeScript允许省略分号，模板ts-template.md第262-264行的回调调用未加分号；文档第163行forEach闭合符合该示例风格。,无需修改；保留文档第163行代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,160,,未确认,P2,该行是变量声明及赋值构成的完整可执行语句，行末缺少分号，且不属于class、function、interface或控制流语句块等豁免情况。,,"      let result: MeasureResult = child.measure({ minHeight: size, minWidth: size, maxWidth: size, maxHeight: size });","      let result: MeasureResult = child.measure({ minHeight: size, minWidth: size, maxWidth: size, maxHeight: size })",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,ArkTS/TypeScript存在自动分号插入，模板ts-template.md第263、270行的方法调用也未加分号；文档第161行变量声明不会因此产生语法错误。,无需修改；保留文档第161行代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,82,,未确认,P2,该字符串字面量使用双引号，而本文档两个ts示例代码块中的其他普通字符串字面量均使用单引号；字符串内容本身也不包含单引号，不符合ArkTS示例代码的文档内引号风格一致性要求。,,          const node: FrameNode | null = uiContext.getFrameNodeById('Test_Column') || null;,"          const node: FrameNode | null = uiContext.getFrameNodeById(""Test_Column"") || null;",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,文档第84行当前字符串'Test_Column'已使用单引号，与同一示例其他字符串风格一致，扫描原文已过期。,无需修改；保留文档第84行现有单引号。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,,,9,,未确认,P2,“其对应的FrameNode”中的“其”指代不明确，容易被理解为自定义属性对应的FrameNode，而实际语义是组件对应的FrameNode；“当开发者希望……时，可以……”也可在不损失信息的情况下精简。,,开发者可使用自定义属性设置功能在组件上设置自定义属性，并在该组件对应的FrameNode上获取这些属性，从而实现更自由的组件管理。,当开发者希望在组件上设置自定义的属性时，可以使用自定义属性设置功能。这些自定义属性可以在其对应的FrameNode上获取，从而实现更自由的组件管理。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,文档第9行当前已明确为“组件对应的FrameNode”，并说明可据此管理组件，不存在“其”的指代歧义，扫描原文已过期。,无需修改；保留文档第9行现有概述。
20.2.1.1,起始版本说明：起始版本取接口第一段JSDoc的since 版本开源Kit：在模块起始版本后续新增的属性、方法、类、接口、枚举等，需要在右上角打上版本角标。后续新增的，废弃了，需要在右上角打上(deprecated)废弃标记，并在描述处包含起始版本和废弃版本说明。闭源Kit：每个接口和对象都需要包含起始版本说明，在模块起始版本后续新增的属性、方法参数、枚举值等，需要在表格的说明描述内包含起始版本说明。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,,,13,,未确认,P3,该模块从API version 12开始支持，属于API版本26.0.0之前的阶段。模块起始版本声明中的后续版本说明使用了“后续版本如有新增内容，则采用上角标单独标记该内容的起始版本”，未使用规则要求的固定模板；其中“如有新增内容”“则”和“该内容”等措辞均与固定模板不一致。,,> - 从API version 12开始支持。后续版本的新增接口，采用上角标单独标记接口的起始版本。,> - 从API version 12开始支持。后续版本如有新增内容，则采用上角标单独标记该内容的起始版本。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/20_2_1_1.md,质量,内容规范性,文档写作格式规范,验证文档中版本号写作符合写作规范,否,文档第13行已使用模板ts-template.md第42行规定的固定句式“本模块首批接口…后续版本的新增接口…”，扫描原文已过期。,无需修改；保留文档第13行版本说明。
24.2.1.1,示例代码片段中不应存在实际未使用到的冗余代码（包含冗余导包），即代码拷贝至IDE中无灰色未使用代码。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,150,,未确认,P2,`startSize` 在该完整代码块中声明后从未被读取、赋值或以其他形式引用，其初始值也未参与自定义属性读取、子组件测量或布局计算。`@State` 装饰器不能使一个与示例逻辑无关且未使用的成员变量成为必要代码，因此该声明属于冗余代码。,,删除第150行的 `  @State startSize: number = 100;`。,  @State startSize: number = 100;,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/24_2_1_1.md,体验,示例代码可用实用,示例代码实用性,验证示例代码片段中不存在冗余代码,否,当前示例第145-155行已无startSize成员，布局尺寸通过result字段保存；扫描所述未使用的@State startSize代码已不存在。,无需修改；保留文档第145-155行现有成员定义。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,ts-universal-attributes-custom-property.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-universal-attributes-custom-property.md,Optional\<T>,,82,,未确认,P3,getFrameNodeById()的返回结果已经是FrameNode或null；当返回null时，“|| null”仍然得到null，因此该逻辑不会改变表达式结果，属于不必要的冗余代码。,,"          const node: FrameNode | null = uiContext.getFrameNodeById(""Test_Column"");","          const node: FrameNode | null = uiContext.getFrameNodeById(""Test_Column"") || null;",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,是,文档原第84行在uiContext.getFrameNodeById('Test_Column')后追加“|| null”；interface文件@ohos.arkui.UIContext.d.ts第5605行已定义返回FrameNode | null，该表达式不会改变结果。,删除文档第84行末尾冗余的“|| null”，直接将getFrameNodeById返回值赋给node。
12.1.2.6,若存在效率提升技巧、避免某些问题的开发建议或注意事项，检查文档中关于是否描述完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,945,,未确认,P1,actionControllerRoleType与actionControllerId是用于指定无障碍操作转发目标的一组关联参数。第946行actionControllerId明确说明“如果与actionControllerRoleType同时配置，则优先匹配ID一致的组件”，但第945行actionControllerRoleType未说明该同时配置规则，导致同组参数之间的信息传递不完整。,,指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定类型的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>当前只支持无障碍点击操作。<br/>如果与actionControllerId同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。,指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，如果触发无障碍的控制操作时，会将操作转发给该特定类型的子组件。从而聚合屏幕朗读下的点击事件，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>当前只支持无障碍点击操作。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,非本组,无需修改；恢复文档原有内容。
12.1.2.6,若存在效率提升技巧、避免某些问题的开发建议或注意事项，检查文档中关于是否描述完整。,ts-types.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-types.md,Configuration,,943,,未确认,P1,stateControllerRoleType与stateControllerId是用于指定无障碍聚合状态控制组件的一组关联参数。第944行stateControllerId明确说明“如果与stateControllerRoleType同时配置，则优先匹配ID一致的组件”，但第943行stateControllerRoleType未说明该同时配置规则，导致同组参数之间的信息传递不完整。,,指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定类型的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>如果与stateControllerId同时配置，则优先匹配ID一致的组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。,指定特定类型的子组件。配置[accessibilityGroup](ts-universal-attributes-accessibility.md#accessibilitygroup14)的容器组件进行无障碍聚合后，会将该特定类型的子组件的选中状态和状态播报文本作为聚合组件的状态和播报文本。从而聚合屏幕朗读下的状态播报，避免需要对子组件单独进行聚焦。<br/>**说明：**<br/>如果聚合组件内有多个相同类型的子组件，则以组件树上该聚合组件下的第一个查找到的子组件为控制组件。<br/>不支持跨进程嵌入式组件内的特定类型，例如：卡片、EmbeddedUIExtension。<br/>默认值：无指定组件 <br/>**原子化服务API：** 从API version 23开始，该接口支持在原子化服务中使用。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,非本组,无需修改；恢复文档原有内容。
