ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,Kit名称,开发责任人,测试责任人,问题描述,备注,修改建议,问题原文,参考句,PR地址,PR编号,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
cmsaao7vc2bb6mov4ia5zbh2k,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao7vc2bb6mov4ia5zbh2k,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,52,未确认,P3,ArkUI,,,正文及链接文字中的“XComponent”与相邻中文之间缺少空格，不符合中英文混排格式要求。,,| ARKUI_ERROR_CODE_XCOMPONENT_STATE_INVALID = 103501 |  当前 XComponent 状态异常，方法调用失败。错误码的详细介绍请参见[XComponent 组件错误码](errorcode-xcomponent.md)。<br>**起始版本：** 18 |,| ARKUI_ERROR_CODE_XCOMPONENT_STATE_INVALID = 103501 |  当前XComponent状态异常，方法调用失败。错误码的详细介绍请参见[XComponent组件错误码](errorcode-xcomponent.md)。<br>**起始版本：** 18 |,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第52行的“XComponent”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/native-template.md第5行使用“Native API文档”的连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第52行不变，不按扫描建议给“XComponent”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaao7v52bb4mov4i7e2imvg,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao7v52bb4mov4i7e2imvg,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,41,未确认,P3,ArkUI,,,英文术语“ArkUI Native API”与相邻中文之间缺少空格，不符合中英文混排格式要求。,,定义 ArkUI Native API 的错误码枚举值，用于表示接口调用结果或失败原因。,定义ArkUI Native API的错误码枚举值，用于表示接口调用结果或失败原因。,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第41行的“ArkUI Native API”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/native-template.md第5行使用“Native API文档”的连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第41行不变，不按扫描建议给“ArkUI Native API”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaao7uy2bb2mov4qxankizz,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao7uy2bb2mov4qxankizz,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,,error_code.h,29,未确认,P3,ArkUI,,,描述中的英文术语“ArkUI Native API”与相邻中文之间缺少空格，不符合中英文混排格式要求。,,| [ArkUI_ErrorCode](#arkui_errorcode) | ArkUI_ErrorCode | 定义 ArkUI Native API 的错误码枚举值，用于表示接口调用结果或失败原因。 |,| [ArkUI_ErrorCode](#arkui_errorcode) | ArkUI_ErrorCode | 定义ArkUI Native API的错误码枚举值，用于表示接口调用结果或失败原因。 |,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第29行的“ArkUI Native API”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/native-template.md第5行使用“Native API文档”的连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第29行不变，不按扫描建议给“ArkUI Native API”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaao7ur2bb0mov4b5egvk8m,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao7ur2bb0mov4b5egvk8m,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,,error_code.h,27,未确认,P3,ArkUI,,,英文关键字“typedef”与中文“关键字”之间缺少空格，不符合中英文混排格式要求。,,| 名称 | typedef 关键字 | 描述 |,| 名称 | typedef关键字 | 描述 |,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第27行的“typedef关键字”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/errorcodes-template.md第14行使用“错误信息error.message”等连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第27行不变，不按扫描建议给“typedef关键字”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaao7uk2baymov467b3g92e,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao7uk2baymov467b3g92e,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,,error_code.h,11,未确认,P3,ArkUI,,,英文术语“ArkUI Native API”与相邻中文之间缺少空格，不符合中英文混排格式要求。,,定义 ArkUI Native API 的错误码枚举值，用于表示接口调用结果或失败原因。,定义ArkUI Native API的错误码枚举值，用于表示接口调用结果或失败原因。,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第11行的“ArkUI Native API”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/native-template.md第5行使用“Native API文档”的连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第11行不变，不按扫描建议给“ArkUI Native API”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaao1mg2batmov4h4opeu8h,f56eb49f-f753-4482-bb74-e10355810efe,cmsaao1mg2batmov4h4opeu8h,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-native-node-node-attributes-custom-attributes-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md,,custom_attributes.h,11,未确认,P2,ArkUI,,,该概述说明了事件类型定义所覆盖的能力及基本用途，但没有明确说明这些能力适用于何种开发场景，也未说明统一注册和处理相关事件能够带来的收益，因此模块级总体描述不够完整。,,为NativeNode API提供自定义组件的测量、布局和绘制事件类型定义，适用于需要注册和处理自定义组件测量、布局以及内容层、前景层和浮层绘制事件的场景，便于统一定义和处理这些事件。,为NativeNode API提供自定义组件的测量、布局和绘制事件类型定义，用于注册和处理测量、布局以及内容层、前景层和浮层的绘制事件。,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第11行已概括测量、布局及各绘制层事件能力，并与该文档第50—56行枚举项及interface/sdk_c/arkui/ace_engine/native/node_attributes/custom_attributes.h第43—84行一致；zh-cn/contribute/template/native-template.md第34—36行对文件概述要求是说明作用，并不强制在生成页中补写收益。,保持zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第11行不变；不添加interface和模板均未给出的“便于统一处理”等推断性收益。
cmsaangtq2ba8mov4h9jlafw8,f56eb49f-f753-4482-bb74-e10355810efe,cmsaangtq2ba8mov4h9jlafw8,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-native-node-node-attributes-custom-attributes-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md,,custom_attributes.h,29,未确认,P3,ArkUI,,,英文关键字“typedef”与中文“关键字”之间未留空格，不符合中英文混排的空格规范。,,| 名称 | typedef 关键字 | 描述 |,| 名称 | typedef关键字 | 描述 |,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第29行的“typedef关键字”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/errorcodes-template.md第14行使用“错误信息error.message”等连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第29行不变，不按扫描建议给“typedef关键字”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaangtg2ba6mov4tm93zil7,f56eb49f-f753-4482-bb74-e10355810efe,cmsaangtg2ba6mov4tm93zil7,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,capi-native-node-node-attributes-custom-attributes-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md,,custom_attributes.h,11,未确认,P3,ArkUI,,,英文术语“NativeNode API”与前后的中文之间均未留空格，不符合中英文混排的空格规范。,,为 NativeNode API 提供自定义组件的测量、布局和绘制事件类型定义，用于注册和处理测量、布局以及内容层、前景层和浮层的绘制事件。,为NativeNode API提供自定义组件的测量、布局和绘制事件类型定义，用于注册和处理测量、布局以及内容层、前景层和浮层的绘制事件。,'- 中英文混排是否符合规范（如中英文之间是否有空格）,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第11行的“NativeNode API”写法不存在事实或接口一致性错误；现行风格指南没有强制中文与英文之间一律加空格，且zh-cn/contribute/template/native-template.md第5行使用“Native API文档”的连续写法，扫描将检查示例误当成了强制规则。,保持zh-cn/application-dev/reference/apis-arkui/capi-native-node-node-attributes-custom-attributes-h.md第11行不变，不按扫描建议给“NativeNode API”两侧机械加空格；沿用上述模板或风格指南对应行的现有写法。
cmsaamhgm2b1wmov42crev91l,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamhgm2b1wmov42crev91l,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,92,未确认,P2,ArkUI,,,该条目已说明错误由输入事件类型不受接口支持引起，但未提供改用受支持事件类型等解决措施，也没有提供相关错误码参考链接。,,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 | 接口不支持此输入事件类型。请根据接口定义传入受支持的输入事件类型。<br>**起始版本：** 20 |,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 |  接口不支持此输入事件类型。<br>**起始版本：** 20 |,'- **规则名称**: 检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,原zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第92行仅写“接口不支持此输入事件类型”，没有详情入口；interface/sdk_c/arkui/ace_engine/native/ui_input_event.h第2053—2069行明确OH_ArkUI_ClonedEvent_SetPressure只适用于触摸事件并可返回180006，foundation/arkui/ace_engine/interfaces/native/event/ui_input_event.cpp第4315—4342行也在非触摸事件分支实际返回该错误码，确认缺少适用接口说明和可执行处理指引。,已在zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第92行增加180006详情链接，并在zh-cn/application-dev/reference/apis-arkui/errorcode-event.md第139—155行新增180006错误码；第139行标题和第147行错误描述均采用第143行错误信息“Input event type not supported.”的中文版本“不支持输入事件类型”，第151行简要说明可能原因，第155行指导根据接口说明传入支持类型的输入事件对象。
cmsaamhgd2b1umov4t5dxlznz,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamhgd2b1umov4t5dxlznz,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,该条目已列出运行环境异常或接口内部执行失败等可能原因，但未提供对应的排查或解决措施，也没有提供相关错误码参考链接。,,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。请检查运行环境是否正常，并在异常消除后重试接口调用。<br>**起始版本：** 15 |,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。<br>**起始版本：** 15 |,'- **规则名称**: 检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第50行是ArkUI_ErrorCode枚举值简述，内容与interface/sdk_c/arkui/ace_engine/native/error_code.h第68—74行一致；zh-cn/contribute/template/native-template.md第95—107行只要求枚举项说明含义，zh-cn/contribute/template/errorcodes-template.md第16—18行的原因和步骤结构适用于独立错误码详情页，不能套用于枚举汇总行。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第50行不变；具体接口的返回条件由各接口返回值表说明，不在该枚举行臆造统一排查步骤或不完整的接口清单。
cmsaamhg62b1smov4ol8fcxmw,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamhg62b1smov4ol8fcxmw,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,49,未确认,P2,ArkUI,,,该条目只描述接口初始化错误这一结果，未提供初始化失败的可能原因和对应解决措施，也没有提供相关错误码参考链接。,,| ARKUI_ERROR_CODE_CAPI_INIT_ERROR = 500 | 接口初始化错误。请补充导致接口初始化失败的可能原因，以及相应的检查、修正或重试措施。<br>**起始版本：** 18 |,| ARKUI_ERROR_CODE_CAPI_INIT_ERROR = 500 |  接口初始化错误。<br>**起始版本：** 18 |,'- **规则名称**: 检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第49行与interface/sdk_c/arkui/ace_engine/native/error_code.h第62—67行的“API initialization error”一致；例如foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp第49行在Native module未初始化时直接返回500，代码未提供开发者可调用的通用初始化或重试流程，因此扫描建议中的“检查接口初始化流程”不可执行。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第49行不变；不在枚举汇总行增加代码和interface均未定义的初始化步骤或详情链接，具体返回接口继续以各API返回值表为准。
cmsaamhfx2b1qmov450m36gzq,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamhfx2b1qmov450m36gzq,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.2,检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,48,未确认,P2,ArkUI,,,该条目仅说明发生了参数错误，未说明可能导致错误的参数问题，也未提供检查或修正参数的解决措施，并且没有提供可供查询原因和解决措施的错误码参考链接。,,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误。可能原因：传入参数不符合接口要求。解决措施：请根据接口定义检查并修正传入参数。<br>**起始版本：** 12 |,| ARKUI_ERROR_CODE_PARAM_INVALID = 401 | 参数错误。 <br>**起始版本：** 12 |,'- **规则名称**: 检查文档中是否提供错误码出现的可能原因、解决措施/步骤，是否提供完整。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第48行与interface/sdk_c/arkui/ace_engine/native/error_code.h第56—61行的“Parameter error”一致；该行是通用枚举值简述，zh-cn/contribute/template/native-template.md第95—107行未要求枚举项列出所有参数原因和处理步骤，而不同接口的无效参数条件并不相同。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第48行不变；参数类型、空指针、范围等具体条件应保留在对应接口的返回值表中，不在该枚举行补充可能不完整的统一方案。
cmsaamaqr2azvmov40qkrv9p0,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamaqr2azvmov40qkrv9p0,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.1,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,92,未确认,P2,ArkUI,,,该条目使用“接口”泛指错误发生位置，但未给出可能返回180006错误码的具体接口名称，也没有提供可定位到相关接口的详情链接，无法确认该错误码适用于哪些输入事件接口。,,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 | 接口不支持此输入事件类型。可能返回该错误码的接口请参见[对应接口说明](补充对应接口文档链接)。<br>**起始版本：** 20 |,| ARKUI_ERROR_INPUT_EVENT_TYPE_NOT_SUPPORTED = 180006 |  接口不支持此输入事件类型。<br>**起始版本：** 20 |,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,是,原zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第92行仅写“接口不支持此输入事件类型”，没有详情入口；interface/sdk_c/arkui/ace_engine/native/ui_input_event.h第2053—2069行明确OH_ArkUI_ClonedEvent_SetPressure只适用于触摸事件并可返回180006，foundation/arkui/ace_engine/interfaces/native/event/ui_input_event.cpp第4315—4342行也在非触摸事件分支实际返回该错误码，确认缺少适用接口说明和可执行处理指引。,已在zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第92行增加180006详情链接，并在zh-cn/application-dev/reference/apis-arkui/errorcode-event.md第139—155行新增180006错误码；第139行标题和第147行错误描述均采用第143行错误信息“Input event type not supported.”的中文版本“不支持输入事件类型”，第151行简要说明可能原因，第155行指导根据接口说明传入支持类型的输入事件对象。
cmsaamaqi2aztmov41idrfgtd,f56eb49f-f753-4482-bb74-e10355810efe,cmsaamaqi2aztmov41idrfgtd,0801_pipeline_yilou,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.4.1.1,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,capi-arkui-nativemodule-arkui-error-code-h.md,https://gitcode.com/GenerativeUI/genui-watch-docs/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md,ArkUI_ErrorCode,error_code.h,50,未确认,P2,ArkUI,,,该条目虽然解释了错误原因，但没有注明可能返回100001错误码的具体接口，也未提供可追溯到相关接口的详情链接，无法确定该错误码的接口适用范围。,,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。可能返回该错误码的接口请参见[对应接口说明](补充对应接口文档链接)。<br>**起始版本：** 15 |,| ARKUI_ERROR_CODE_INTERNAL_ERROR = 100001 | 出现内部错误，例如运行环境异常导致接口调用失败，或接口内部执行失败。<br>**起始版本：** 15 |,检查接口可能返回的错误码，在对应接口处是否全部说明（包含错误码ID和错误码信息），每个接口的错误码均包含在错误码汇总表中，且错误码汇总表中的错误码均能找到是哪个接口返回的。,,,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_4_1_1.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中列举出了所有可能出现的错误码，且错误可能原因、处理步骤完整,否,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第50行是ArkUI_ErrorCode枚举值简述，内容与interface/sdk_c/arkui/ace_engine/native/error_code.h第68—74行一致；zh-cn/contribute/template/native-template.md第95—107行只要求枚举项说明含义，zh-cn/contribute/template/errorcodes-template.md第16—18行的原因和步骤结构适用于独立错误码详情页，不能套用于枚举汇总行。,保持zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-error-code-h.md第50行不变；具体接口的返回条件由各接口返回值表说明，不在该枚举行臆造统一排查步骤或不完整的接口清单。
