规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,74,,未确认,P3,UIContext章节开头已说明调用相关API前需先获取UIContext实例，但以id为参数的freezeUINode方法自身未说明这一前置操作。,,获取UIContext实例后，可通过该方法根据id设置组件冻结状态，防止组件被标记为脏从而触发布局更新。,通过id设置组件冻结状态，防止组件被标记为脏从而触发布局更新。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,js-apis-arkui-UIContext-sys.md第25行已统一说明先获取UIContext实例再调用本节各freezeUINode重载，模板未要求在方法描述中重复。,无需修改。
12.1.2.2,若方法/函数存在缺省配置，检查文档中已清楚地描述了使用缺省值的场景或取值逻辑。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,207,,未确认,P2,该重载接口的isFrozen被标记为必填参数，但参数说明同时声明默认值为false，且未说明省略参数、传入undefined或其他何种情况下会采用该默认值，导致缺省值的实际生效场景不清楚。,,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,接口将isFrozen声明为必填，但ace_engine的arkts_native_common_bridge.cpp第10874-10885行在实参不是boolean（包括undefined）时按false处理；文档原第213行未说明触发逻辑。,在js-apis-arkui-UIContext-sys.md第213行说明传入undefined时按false处理。
12.1.2.2,若方法/函数存在缺省配置，检查文档中已清楚地描述了使用缺省值的场景或取值逻辑。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,87,,未确认,P2,isFrozen被标记为必填参数，但参数说明同时声明默认值为false，且未说明省略参数、传入undefined或其他何种情况下会采用该默认值，导致缺省值的实际生效场景不清楚。,,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,接口将isFrozen声明为必填，但ace_engine的arkts_native_common_bridge.cpp第10853-10865行在实参不是boolean（包括undefined）时按false处理；文档原第91行未说明触发逻辑。,在js-apis-arkui-UIContext-sys.md第91行说明传入undefined时按false处理。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,284,,未确认,P1,该行结束 `setTimeout` 函数调用表达式，但调用末尾缺少分号。,,"          }, 5000);","          }, 5000)",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,当前js-apis-arkui-UIContext-sys.md第297行的setTimeout调用已以分号结尾。,无需修改。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,252,,未确认,P1,函数调用表达式末尾缺少分号，且与同一代码块中的同类调用格式不一致。,,"          this.getUIContext().freezeUINode(uniqueId, false);","          this.getUIContext().freezeUINode(uniqueId, false)",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,当前js-apis-arkui-UIContext-sys.md第252行的freezeUINode调用已以分号结尾。,无需修改。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,152,,未确认,P1,该行结束 `setTimeout` 函数调用表达式，但调用末尾缺少分号。,,"          }, 5000);","          }, 5000)",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,当前js-apis-arkui-UIContext-sys.md第156行的setTimeout调用已以分号结尾。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,207,,未确认,P2,“是否设置冻结”和“设置不冻结”的搭配不自然，未直接说明该参数控制组件的冻结状态，表述不够清晰。,,| isFrozen | boolean | 是 | 是否冻结组件。<br/>true表示冻结组件，false表示不冻结组件。<br/>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,js-apis-arkui-UIContext-sys.md原第213行“是否设置冻结/设置不冻结”未直接表明控制对象是组件。,将第213行改为“是否冻结组件”，并同步修改true/false说明。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,87,,未确认,P2,“是否设置冻结”和“设置不冻结”的搭配不自然，未直接说明该参数控制组件的冻结状态，表述不够清晰。,,| isFrozen | boolean | 是 | 是否冻结组件。<br/>true表示冻结组件，false表示不冻结组件。<br/>默认值为false。|,| isFrozen | boolean | 是 | 是否设置冻结。<br/>true表示设置冻结，false表示设置不冻结。<br/>默认值为false。|,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,js-apis-arkui-UIContext-sys.md原第91行“是否设置冻结/设置不冻结”未直接表明控制对象是组件。,将第91行改为“是否冻结组件”，并同步修改true/false说明。
23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,245,,未确认,P1,第243行通过node?.getUniqueId()得到的uniqueId类型包含undefined，但第245行将其直接传给参数类型为number的freezeUINode接口，严格类型检查下会产生编译错误。同一示例的第252、268、276、282、300、307行存在相同问题，应一并修正。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","          this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/23_1_1_1.md,质量,示例代码可用实用,示例代码可用性,验证文档中提供的示例代码片段语法和逻辑正确，编译运行无报错和告警,否,当前示例第248-252、257-261、275-279、284-295、311-315和320-324行均先判空，再取得number类型uniqueId。,无需修改。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,,,9,,未确认,P1,“一些异步回调”未明确哪些异步回调无法保留UI调用链上下文，导致接口失败条件不清晰。虽然“这类接口”可由前文理解为与具体UI实例执行上下文相关的全局UI接口，但异步调用场景的适用范围仍需明确。,,在Stage模型中，WindowStage/Window可以通过loadContent接口加载页面并创建UI实例，并将页面内容渲染到关联的窗口中，因此UI实例和窗口一一关联。与具体UI实例执行上下文相关的全局UI接口在调用时，会通过追溯调用链获取UI上下文，以确定具体的UI实例。若在非UI页面或无法保留UI调用链上下文的异步回调中调用此类接口，可能无法获取当前UI上下文，导致接口执行失败。,在Stage模型中，WindowStage/Window可以通过loadContent接口加载页面并创建UI的实例，并将页面内容渲染到关联的窗口中，所以UI实例和窗口是一一关联的。一些全局的UI接口是和具体UI实例的执行上下文相关的，在当前接口调用时，通过追溯调用链跟踪到UI的上下文，来确定具体的UI实例。若在非UI页面中或者一些异步回调中调用这类接口，可能无法跟踪到当前UI的上下文，导致接口执行失败。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,js-apis-arkui-UIContext-sys.md原第9行使用“一些异步回调”，未给出可判断的上下文条件；同类arkts-apis-uicontext.md第9行使用“未绑定当前UI上下文的异步回调”。,将第9行改为“未绑定当前UI上下文的异步回调”，并统一UI上下文追踪表述。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,307,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab3') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","          this.getUIContext().freezeUINode(uniqueId, false);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第320-324行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,300,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab3') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","          this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第311-315行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,282,,未确认,P1,延时回调捕获的 uniqueId 仍由 node?.getUniqueId() 获取，可能为 undefined；freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"            if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","            this.getUIContext().freezeUINode(uniqueId, false);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第284-295行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,276,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab1') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","          this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第284-289行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,268,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab2') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","          this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第275-279行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,252,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab1') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, false); }","          this.getUIContext().freezeUINode(uniqueId, false)",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第257-261行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,js-apis-arkui-UIContext-sys.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/js-apis-arkui-UIContext-sys.md,freezeUINode,UIContext,245,,未确认,P1,uniqueId 由 node?.getUniqueId() 获取；当 getFrameNodeById('tab1') 未取得节点时，可选链会使 uniqueId 为 undefined，而 freezeUINode 的 uniqueId 参数要求为 number。调用前未排除 undefined，实参类型与接口定义不匹配。,,"          if (uniqueId !== undefined) { this.getUIContext().freezeUINode(uniqueId, true); }","          this.getUIContext().freezeUINode(uniqueId, true);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,当前js-apis-arkui-UIContext-sys.md第248-252行已在node非null分支中取得并使用number类型uniqueId。,无需修改。
