ID,客户端ID,本地问题ID,批次名,目标版本,领域,文档类型,规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,标记,严重程度,Kit名称,是否是问题,原因,修改方案
cmrjkfqhk0chdjfkgjf7tr4ej,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkfqhk0chdjfkgjf7tr4ej,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_type.h第205行真实声明含分号。,无需修改文档第10行。
cmrjkethf0cdyjfkgjb7m9xk5,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkethf0cdyjfkgjb7m9xk5,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-crosslanguageoption.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-crosslanguageoption.md,,ArkUI_CrossLanguageOption,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_type.h第205行一致，代码块不是运行示例。,无需修改文档第10行。
cmrjyw9bu0snwjfkgnf8c8vla,f56eb49f-f753-4482-bb74-e10355810efe,cmrjyw9bu0snwjfkgnf8c8vla,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,12.1.2.7,若相关方法/函数间存在配合/制约关系，检查文档中是否有相关描述，描述说明是否完整。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,15,未确认,,P1,ArkUI,是,文档第28行原说明“获取组件的自定义属性的值”未区分OH_ArkUI_NodeUtils_GetCustomProperty输出ArkUI_CustomProperty实例与OH_ArkUI_CustomProperty_GetStringValue读取字符串值；ace_engine/node_utils.cpp第270-280行实际创建并输出ArkUI_CustomProperty实例。,保持文档第15行概述及第29-30行Destroy、GetStringValue说明原状；仅统一修改capi-arkui-nativemodule-arkui-customproperty.md第28行、capi-native-node-h.md第118行和第2087行，明确GetCustomProperty通过handle输出ArkUI_CustomProperty实例。
cmrjkn6qg0d37jfkg04p7gvko,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkn6qg0d37jfkg04p7gvko,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,15,未确认,,P2,ArkUI,否,文档第15行已覆盖添加、移除、获取自定义属性和读取字符串值等能力；interface/native_node.h第13769-13799行及native_type.h第1300-1315行声明了对应接口。,无需修改文档第15行，保持概述原状。
cmrjklf200cyjjfkgpr4rydx6,f56eb49f-f753-4482-bb74-e10355810efe,cmrjklf200cyjjfkgpr4rydx6,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,15,未确认,,P2,ArkUI,否,文档第15行对ArkUI_CustomProperty用途的说明与ace_engine/node_extened.h第212-214行及node_utils.cpp第270-280行一致，不存在前后矛盾。,无需修改文档第15行，保持概述原状；第28-30行仅细化相关接口说明。
cmrjkkajk0cv2jfkgkhongbef,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkkajk0cv2jfkgkhongbef,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_type.h第184行真实声明含分号。,无需修改文档第10行。
cmrjkj67g0crnjfkgtpz2878d,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkj67g0crnjfkgtpz2878d,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-customproperty.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-customproperty.md,,ArkUI_CustomProperty,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_type.h第184行一致，真实声明含分号。,无需修改文档第10行。
cmrjyiosc0si5jfkgs2x16xca,f56eb49f-f753-4482-bb74-e10355810efe,cmrjyiosc0si5jfkgs2x16xca,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-drawcontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-drawcontext.md,,ArkUI_DrawContext,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_type.h第114行一致；ace_engine/native_node_extented.cpp第340-351行按该上下文读取画布和尺寸。,无需修改文档第10行。
cmrjkpit20d7yjfkg63485b3a,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkpit20d7yjfkg63485b3a,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-drawcontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-drawcontext.md,,ArkUI_DrawContext,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_type.h第114行真实声明含分号。,无需修改文档第10行。
cmrjkwdp60dlnjfkgydufa5mu,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkwdp60dlnjfkgydufa5mu,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-floatpropertyhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatpropertyhandle.md,,ArkUI_FloatPropertyHandle,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_render.h第71行真实声明含分号。,无需修改文档第10行。
cmrjkvxtd0dktjfkg57mnbziw,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkvxtd0dktjfkg57mnbziw,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-floatpropertyhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatpropertyhandle.md,,ArkUI_FloatPropertyHandle,15,未确认,,P1,ArkUI,否,文档第15行的ArkUI为官方框架名，ArkUI_FloatPropertyHandle为本页API类型，第19行已有模块链接。,无需修改文档第15行。
cmrjkumri0dhqjfkgi2dkpm2t,f56eb49f-f753-4482-bb74-e10355810efe,cmrjkumri0dhqjfkgi2dkpm2t,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-floatpropertyhandle.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-floatpropertyhandle.md,,ArkUI_FloatPropertyHandle,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_render.h第71行一致；ace_engine/render_node.h第35-37行有对应句柄结构。,无需修改文档第10行。
cmrjyll7q0sj8jfkgtexvhsyy,f56eb49f-f753-4482-bb74-e10355810efe,cmrjyll7q0sj8jfkgtexvhsyy,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.3,检测 Markdown 文件中常识性错误检查,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,59,未确认,,P2,ArkUI,是,文档原第59、644行误称注册函数执行回调；ace_engine/node_extened.cpp第177-180行保存eventReceiver，第227-228行实际调用g_customEventReceiver。,已同步将文档第59行和第644行改为通过注册的eventReceiver函数回调。
cmrjl7lz40e2kjfkg8ozp1qji,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl7lz40e2kjfkg8ozp1qji,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,14.2.1.1,检查文档中关于业务原理、基本概念说明全文保持一致，无描述错误、无前后矛盾。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,15,未确认,,P1,ArkUI,否,文档第15行功能范围和主线程约束前后一致；interface/native_node.h第12918-12925行定义相同。,无需修改文档第15行。
cmrjl4bg90dz1jfkg2ugxz8qz,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl4bg90dz1jfkg2ugxz8qz,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,69,未确认,,P2,ArkUI,否,文档第69行是成员函数汇总而非操作步骤；第875-899行已有参数、关系和返回值。,无需修改文档第69行。
cmrjl4bg10dyzjfkgav47cng7,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl4bg10dyzjfkgav47cng7,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,67,未确认,,P2,ArkUI,否,文档第67行是成员函数汇总而非操作步骤；第823-847行已有详细说明。,无需修改文档第67行。
cmrjl4bft0dyxjfkggkfipy8r,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl4bft0dyxjfkggkfipy8r,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,59,未确认,,P1,ArkUI,否,文档第59行是功能汇总而非操作步骤；第635-652行已有签名和参数说明。,该规则无需额外修改，保留同步后的第59行。
cmrjl4bfk0dyvjfkgovp56yg8,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl4bfk0dyvjfkgovp56yg8,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,48,未确认,,P2,ArkUI,否,文档第48行是功能汇总而非操作步骤；第385-401行已有注册行为和参数说明。,无需修改文档第48行。
cmrjl4bfc0dytjfkg3xm1urmv,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl4bfc0dytjfkg3xm1urmv,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,15,未确认,,P2,ArkUI,否,文档第15行是结构体概述而非操作步骤，已说明功能、场景和主线程约束；interface/native_node.h第12918-12925行一致。,无需修改文档第15行。
cmrjl3gys0dwsjfkgjs57euf5,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl3gys0dwsjfkgjs57euf5,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,26.1.1.1,检查文档中出现的术语、缩略语或专有名词，是否提供术语表进行解释说明，首次出现的术语、缩略语，是否提供全称，是否提供到术语表链接，IP、MAC等行业通用术语/缩略语除外。,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,15,未确认,,P1,ArkUI,否,文档第15行的ArkUI、Native API、Node为官方命名，第19-21行给出模块和头文件；interface/native_node.h第12918行同样使用该命名。,无需修改文档第15行。
cmrjl33e60dwajfkgpch2nde2,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl33e60dwajfkgpch2nde2,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.6,检测 Markdown 文件中的术语不准确及上下文术语不一致,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,50,未确认,,P2,ArkUI,否,汇总第50行与正文第425行均写重新测量、布局或绘制；interface/native_node.h第13136-13144行语义一致。,无需修改文档第50行。
cmrjl33dy0dw8jfkgpypb6iqz,f56eb49f-f753-4482-bb74-e10355810efe,cmrjl33dy0dw8jfkgpypb6iqz,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.6,检测 Markdown 文件中的术语不准确及上下文术语不一致,capi-arkui-nativemodule-arkui-nativenodeapi-1.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nativenodeapi-1.md,,ArkUI_NativeNodeAPI_1,15,未确认,,P2,ArkUI,否,文档第15行的Native API、Node模块与interface/native_node.h第12918-12920行用词一致，不存在术语冲突。,无需修改文档第15行。
cmrjlpk9f0f0yjfkg17zl18hi,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlpk9f0f0yjfkg17zl18hi,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-node8h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node8h.md,,ArkUI_Node*,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_type.h第121行真实声明含分号。,无需修改文档第10行。
cmrjlon350exijfkgc1r84b19,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlon350exijfkgc1r84b19,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-node8h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node8h.md,,ArkUI_Node*,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_type.h第121行一致，真实声明含分号。,无需修改文档第10行。
cmrjlu6iu0fgwjfkgimpjs9dj,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlu6iu0fgwjfkgimpjs9dj,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,23.1.1.1,示例代码片段根据提示进行配置，或进行少量修改，放入上下文可在IDE中可正常编译，无报错和告警（因示例代码片段缺少定义，若有对应注释说明可忽略），运行后结果与描述/示意图一致性，不能出现crash、界面白屏/黑屏现象。,capi-arkui-nativemodule-arkui-nodeadapter8h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapter8h.md,,ArkUI_NodeAdapter*,10,未确认,,P1,ArkUI,否,文档第9-11行是类型签名；interface/native_node.h第12682行真实声明含分号。,无需修改文档第10行。
cmrjlt0rg0fcrjfkgtwmavitf,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlt0rg0fcrjfkgtwmavitf,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,capi-arkui-nativemodule-arkui-nodeadapter8h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapter8h.md,,ArkUI_NodeAdapter*,10,未确认,,P1,ArkUI,否,文档第10行与interface/native_node.h第12682行一致，真实声明含分号。,无需修改文档第10行。
cmrjlswlg0fccjfkgiffk2vdz,f56eb49f-f753-4482-bb74-e10355810efe,cmrjlswlg0fccjfkgiffk2vdz,071_pipeline-r3,OpenHarmony 7.0,ArkUI开发框架,api_reference,27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,capi-arkui-nativemodule-arkui-nodeadapter8h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodeadapter8h.md,,ArkUI_NodeAdapter*,15,未确认,,P2,ArkUI,否,文档第15行明确按需懒加载场景及内存、性能收益；interface/native_node.h第12677-12682行定义一致。,无需修改文档第15行。
